ID,CODIGO_LOCALIDAD,NOMBRE_LOCALIDAD,CODIGO_UPZ,NOMBRE_UPZ,NOMBRE_BARRIO,DESTINO_SHD,ESTRATO,ANIO_GRAVABLE,TOTAL_PREDIOS,TOTAL_PREDIOS_OBLIGADOS,TOTAL_PREDIOS_NO_OBLIGADOS,TOTAL_PREDIOS_OPORTUNOS,TOTAL_PREDIOS_EXTEMPORANEOS,TOTAL_PREDIOS_MOROSOS,TOTAL_PREDIOS_NO-DECLARAN,TOTAL_PAGADO,MEDIA_POR_PREDIO,NOMBRE_SHD
1,1,USAQUï¿½N,0,EL RINCON,BARRANCAS ORIENTAL,61.0,1.0,2017,11,11,0,8,0,3,0,402000.0,36545.45,RESIDENCIALES_URBANOS_Y_RURALES
2,1,USAQUï¿½N,0,EL RINCON,BARRANCAS ORIENTAL,71.0,0.0,2017,1,1,0,0,0,1,0,0.0,0.0,SALUBRIDAD
3,1,USAQUï¿½N,0,EL RINCON,BARRANCAS ORIENTAL RURAL,61.0,0.0,2017,5,4,1,2,0,2,0,74000.0,14800.0,RESIDENCIALES_URBANOS_Y_RURALES
4,1,USAQUï¿½N,0,EL RINCON,BARRANCAS ORIENTAL RURAL,61.0,1.0,2017,5,5,0,5,0,0,0,2824000.0,564800.0,RESIDENCIALES_URBANOS_Y_RURALES
5,1,USAQUï¿½N,0,EL RINCON,BARRANCAS ORIENTAL RURAL,61.0,6.0,2017,2,2,0,1,0,1,0,5028000.0,2514000.0,RESIDENCIALES_URBANOS_Y_RURALES
6,1,USAQUï¿½N,0,EL RINCON,BARRANCAS ORIENTAL RURAL,62.0,0.0,2017,1,1,0,1,0,0,0,879000.0,879000.0,COMERCIAL
7,1,USAQUï¿½N,0,EL RINCON,BARRANCAS ORIENTAL RURAL,71.0,0.0,2017,4,4,0,0,0,3,1,0.0,0.0,SALUBRIDAD
8,1,USAQUï¿½N,0,EL RINCON,BELLA SUIZA,62.0,0.0,2017,1,1,0,1,0,0,0,341000.0,341000.0,COMERCIAL
9,1,USAQUï¿½N,0,EL RINCON,BOSQUE DE PINOS,61.0,1.0,2017,21,21,0,15,0,6,0,812000.0,38666.67,RESIDENCIALES_URBANOS_Y_RURALES
10,1,USAQUï¿½N,0,EL RINCON,BOSQUE DE PINOS,70.0,0.0,2017,3,2,1,1,0,1,0,162000.0,54000.0,EDUCATIVO
11,1,USAQUï¿½N,0,EL RINCON,BOSQUE DE PINOS III RURAL,66.0,0.0,2017,1,0,1,0,0,0,0,0.0,0.0,DOTACIONAL
12,1,USAQUï¿½N,0,EL RINCON,CANAIMA,61.0,2.0,2017,1,1,0,0,0,1,0,0.0,0.0,RESIDENCIALES_URBANOS_Y_RURALES
13,1,USAQUï¿½N,0,EL RINCON,CANAIMA,71.0,0.0,2017,1,1,0,0,0,1,0,0.0,0.0,SALUBRIDAD
14,1,USAQUï¿½N,0,EL RINCON,LA CITA,61.0,1.0,2017,7,7,0,6,0,1,0,460000.0,65714.29,RESIDENCIALES_URBANOS_Y_RURALES
15,1,USAQUï¿½N,0,EL RINCON,LA CITA,62.0,0.0,2017,1,1,0,1,0,0,0,41000.0,41000.0,COMERCIAL
16,1,USAQUï¿½N,0,EL RINCON,LA CITA,67.0,0.0,2017,1,1,0,0,0,1,0,1279000.0,1279000.0,URBANIZABLES_NO_URBANIZADOS
17,1,USAQUï¿½N,0,EL RINCON,LA ESTRELLITA,61.0,1.0,2017,436,403,33,267,0,132,8,21353000.0,48974.77,RESIDENCIALES_URBANOS_Y_RURALES
18,1,USAQUï¿½N,0,EL RINCON,LA ESTRELLITA,61.0,2.0,2017,4,4,0,0,0,4,0,0.0,0.0,RESIDENCIALES_URBANOS_Y_RURALES
19,1,USAQUï¿½N,0,EL RINCON,LA ESTRELLITA,62.0,0.0,2017,13,13,0,11,0,2,0,3912000.0,300923.08,COMERCIAL
20,1,USAQUï¿½N,0,EL RINCON,LA ESTRELLITA,64.0,0.0,2017,1,1,0,0,0,1,0,0.0,0.0,INDUSTRIAL
21,1,USAQUï¿½N,0,EL RINCON,LA ESTRELLITA,66.0,0.0,2017,4,3,1,0,0,1,2,0.0,0.0,DOTACIONAL
22,1,USAQUï¿½N,0,EL RINCON,LA ESTRELLITA,71.0,0.0,2017,21,21,0,3,0,17,1,114000.0,5428.57,SALUBRIDAD
23,1,USAQUï¿½N,0,EL RINCON,LAS FLORES,66.0,0.0,2017,1,0,1,0,0,0,0,0.0,0.0,DOTACIONAL
24,1,USAQUï¿½N,0,EL RINCON,LOS CEDROS,61.0,4.0,2017,16,16,0,5,0,0,11,35364000.0,2210250.0,RESIDENCIALES_URBANOS_Y_RURALES
25,1,USAQUï¿½N,0,EL RINCON,LOS CEDROS,62.0,0.0,2017,1,1,0,1,0,0,0,9042000.0,9042000.0,COMERCIAL
26,1,USAQUï¿½N,0,EL RINCON,LOS CEDROS,65.0,0.0,2017,8,8,0,0,0,0,8,0.0,0.0,DEPOSITOS_Y_PARQUEADEROS
27,1,USAQUï¿½N,0,EL RINCON,MIRADOR DEL NORTE,61.0,1.0,2017,1,1,0,0,0,1,0,0.0,0.0,RESIDENCIALES_URBANOS_Y_RURALES
28,1,USAQUï¿½N,0,EL RINCON,PARAMO,61.0,0.0,2017,10,10,0,6,0,3,1,11265000.0,1126500.0,RESIDENCIALES_URBANOS_Y_RURALES
29,1,USAQUï¿½N,0,EL RINCON,PARAMO,61.0,1.0,2017,30,26,4,15,0,10,2,3987000.0,132900.0,RESIDENCIALES_URBANOS_Y_RURALES
30,1,USAQUï¿½N,0,EL RINCON,PARAMO,61.0,2.0,2017,52,50,2,39,1,9,1,18617000.0,358019.23,RESIDENCIALES_URBANOS_Y_RURALES
31,1,USAQUï¿½N,0,EL RINCON,PARAMO,61.0,3.0,2017,39,39,0,27,0,11,1,11469000.0,294076.92,RESIDENCIALES_URBANOS_Y_RURALES
32,1,USAQUï¿½N,0,EL RINCON,PARAMO,61.0,4.0,2017,22,22,0,19,0,4,0,23511000.0,1068681.82,RESIDENCIALES_URBANOS_Y_RURALES
33,1,USAQUï¿½N,0,EL RINCON,PARAMO,61.0,5.0,2017,15,15,0,12,0,1,2,12622000.0,841466.67,RESIDENCIALES_URBANOS_Y_RURALES
34,1,USAQUï¿½N,0,EL RINCON,PARAMO,61.0,6.0,2017,17,17,0,12,0,4,1,28853000.0,1697235.29,RESIDENCIALES_URBANOS_Y_RURALES
35,1,USAQUï¿½N,0,EL RINCON,PARAMO,62.0,0.0,2017,34,34,0,22,0,12,0,38764000.0,1140117.65,COMERCIAL
36,1,USAQUï¿½N,0,EL RINCON,PARAMO,64.0,0.0,2017,2,2,0,1,0,0,1,43000.0,21500.0,INDUSTRIAL
37,1,USAQUï¿½N,0,EL RINCON,PARAMO,66.0,0.0,2017,11,6,5,4,0,0,2,25847000.0,2349727.27,DOTACIONAL
38,1,USAQUï¿½N,0,EL RINCON,PARAMO,69.0,0.0,2017,4,4,0,3,0,1,0,6812000.0,1703000.0,RURAL_URBANIZABLE
39,1,USAQUï¿½N,0,EL RINCON,PARAMO,71.0,0.0,2017,97,95,2,53,0,32,13,38019000.0,391948.45,SALUBRIDAD
40,1,USAQUï¿½N,0,EL RINCON,PARAMO,72.0,0.0,2017,10,10,0,9,0,1,0,9476000.0,947600.0,RELIGIOSO
41,1,USAQUï¿½N,0,EL RINCON,PARAMO I,61.0,0.0,2017,2,2,0,2,0,0,0,610000.0,305000.0,RESIDENCIALES_URBANOS_Y_RURALES
42,1,USAQUï¿½N,0,EL RINCON,PARAMO I,61.0,6.0,2017,16,16,0,15,0,1,0,73591000.0,4599437.5,RESIDENCIALES_URBANOS_Y_RURALES
43,1,USAQUï¿½N,0,EL RINCON,PARAMO I,62.0,0.0,2017,3,3,0,2,1,0,0,2308000.0,769333.33,COMERCIAL
44,1,USAQUï¿½N,0,EL RINCON,PARAMO I,66.0,0.0,2017,2,2,0,2,0,0,0,500000.0,250000.0,DOTACIONAL
45,1,USAQUï¿½N,0,EL RINCON,PARAMO I,69.0,0.0,2017,1,1,0,1,0,0,0,413000.0,413000.0,RURAL_URBANIZABLE
46,1,USAQUï¿½N,0,EL RINCON,PARAMO I,71.0,0.0,2017,24,24,0,17,0,7,0,6471000.0,269625.0,SALUBRIDAD
47,1,USAQUï¿½N,0,EL RINCON,PARAMO I,72.0,0.0,2017,3,3,0,3,0,0,0,6372000.0,2124000.0,RELIGIOSO
48,1,USAQUï¿½N,0,EL RINCON,PARAMO II,61.0,0.0,2017,3,3,0,1,0,2,0,3434000.0,1144666.67,RESIDENCIALES_URBANOS_Y_RURALES
49,1,USAQUï¿½N,0,EL RINCON,PARAMO II,61.0,1.0,2017,1,1,0,1,0,0,0,46000.0,46000.0,RESIDENCIALES_URBANOS_Y_RURALES
50,1,USAQUï¿½N,0,EL RINCON,PARAMO II,61.0,2.0,2017,6,6,0,4,0,2,0,248000.0,41333.33,RESIDENCIALES_URBANOS_Y_RURALES
51,1,USAQUï¿½N,0,EL RINCON,PARAMO II,61.0,3.0,2017,2,2,0,1,0,1,0,465000.0,232500.0,RESIDENCIALES_URBANOS_Y_RURALES
52,1,USAQUï¿½N,0,EL RINCON,PARAMO II,69.0,0.0,2017,8,8,0,3,0,5,0,1641000.0,205125.0,RURAL_URBANIZABLE
53,1,USAQUï¿½N,0,EL RINCON,PARAMO II,71.0,0.0,2017,12,11,1,6,0,5,0,244000.0,20333.33,SALUBRIDAD
54,1,USAQUï¿½N,0,EL RINCON,PARAMO III,61.0,0.0,2017,1,1,0,1,0,0,0,817000.0,817000.0,RESIDENCIALES_URBANOS_Y_RURALES
55,1,USAQUï¿½N,0,EL RINCON,PARAMO III,61.0,2.0,2017,4,4,0,2,0,2,0,101000.0,25250.0,RESIDENCIALES_URBANOS_Y_RURALES
56,1,USAQUï¿½N,0,EL RINCON,PARAMO IV,61.0,2.0,2017,68,60,8,52,1,6,1,5799000.0,85279.41,RESIDENCIALES_URBANOS_Y_RURALES
57,1,USAQUï¿½N,0,EL RINCON,PARAMO IV,62.0,0.0,2017,1,1,0,1,0,0,0,539000.0,539000.0,COMERCIAL
58,1,USAQUï¿½N,0,EL RINCON,PARAMO IV,71.0,0.0,2017,3,3,0,3,0,0,0,58000.0,19333.33,SALUBRIDAD
59,1,USAQUï¿½N,0,EL RINCON,PARAMO URBANO,61.0,0.0,2017,2,2,0,2,0,0,0,824000.0,412000.0,RESIDENCIALES_URBANOS_Y_RURALES
60,1,USAQUï¿½N,0,EL RINCON,PARAMO URBANO,61.0,2.0,2017,50,47,3,35,0,11,1,14142000.0,282840.0,RESIDENCIALES_URBANOS_Y_RURALES
61,1,USAQUï¿½N,0,EL RINCON,PARAMO URBANO,62.0,0.0,2017,3,3,0,2,0,1,0,239000.0,79666.67,COMERCIAL
62,1,USAQUï¿½N,0,EL RINCON,PARAMO URBANO,66.0,0.0,2017,3,3,0,0,0,3,0,0.0,0.0,DOTACIONAL
63,1,USAQUï¿½N,0,EL RINCON,PARAMO URBANO,71.0,0.0,2017,1,1,0,1,0,0,0,37000.0,37000.0,SALUBRIDAD
64,1,USAQUï¿½N,0,EL RINCON,PARAMO URBANO I,61.0,2.0,2017,1,1,0,1,0,0,0,48000.0,48000.0,RESIDENCIALES_URBANOS_Y_RURALES
65,1,USAQUï¿½N,0,EL RINCON,PARAMO URBANO I,70.0,0.0,2017,1,1,0,1,0,0,0,40000.0,40000.0,EDUCATIVO
66,1,USAQUï¿½N,0,EL RINCON,PARAMO URBANO III,61.0,2.0,2017,1,1,0,0,0,1,0,0.0,0.0,RESIDENCIALES_URBANOS_Y_RURALES
67,1,USAQUï¿½N,0,EL RINCON,SAN GABRIEL NORTE,66.0,0.0,2017,2,0,2,0,0,0,0,0.0,0.0,DOTACIONAL
68,1,USAQUï¿½N,0,EL RINCON,SANTA CECILIA PUENTE NORTE,61.0,1.0,2017,132,79,53,46,0,34,1,1369000.0,10371.21,RESIDENCIALES_URBANOS_Y_RURALES
69,1,USAQUï¿½N,0,EL RINCON,SANTA CECILIA PUENTE NORTE,67.0,0.0,2017,1,1,0,0,0,1,0,0.0,0.0,URBANIZABLES_NO_URBANIZADOS
70,1,USAQUï¿½N,0,EL RINCON,SANTA CECILIA PUENTE NORTE,70.0,0.0,2017,16,9,7,0,0,7,2,0.0,0.0,EDUCATIVO
71,1,USAQUï¿½N,0,EL RINCON,TIBABITA,61.0,0.0,2017,1,1,0,0,0,1,0,0.0,0.0,RESIDENCIALES_URBANOS_Y_RURALES
72,1,USAQUï¿½N,0,EL RINCON,TIBABITA,61.0,1.0,2017,1,1,0,0,0,1,0,0.0,0.0,RESIDENCIALES_URBANOS_Y_RURALES
73,1,USAQUï¿½N,0,EL RINCON,TIBABITA,66.0,0.0,2017,4,4,0,0,0,3,1,0.0,0.0,DOTACIONAL
74,1,USAQUï¿½N,0,EL RINCON,TIBABITA RURAL,61.0,0.0,2017,3,3,0,1,0,1,1,251000.0,83666.67,RESIDENCIALES_URBANOS_Y_RURALES
75,1,USAQUï¿½N,0,EL RINCON,TIBABITA RURAL,61.0,2.0,2017,2,0,2,0,0,0,0,0.0,0.0,RESIDENCIALES_URBANOS_Y_RURALES
76,1,USAQUï¿½N,0,EL RINCON,TIBABITA RURAL,71.0,0.0,2017,6,6,0,4,0,2,0,1242000.0,207000.0,SALUBRIDAD
77,1,USAQUï¿½N,0,EL RINCON,TIBABITA RURAL,72.0,0.0,2017,1,1,0,1,0,0,0,5221000.0,5221000.0,RELIGIOSO
78,1,USAQUï¿½N,0,EL RINCON,TIBABITA RURAL I,61.0,0.0,2017,35,35,0,28,0,6,1,5082000.0,145200.0,RESIDENCIALES_URBANOS_Y_RURALES
79,1,USAQUï¿½N,0,EL RINCON,TIBABITA RURAL I,61.0,1.0,2017,131,80,51,24,0,53,5,1288000.0,9832.06,RESIDENCIALES_URBANOS_Y_RURALES
80,1,USAQUï¿½N,0,EL RINCON,TIBABITA RURAL I,61.0,2.0,2017,18,15,3,4,0,10,1,403000.0,22388.89,RESIDENCIALES_URBANOS_Y_RURALES
81,1,USAQUï¿½N,0,EL RINCON,TIBABITA RURAL I,61.0,3.0,2017,2,2,0,1,0,1,0,78000.0,39000.0,RESIDENCIALES_URBANOS_Y_RURALES
82,1,USAQUï¿½N,0,EL RINCON,TIBABITA RURAL I,61.0,4.0,2017,21,21,0,5,0,13,3,345000.0,16428.57,RESIDENCIALES_URBANOS_Y_RURALES
83,1,USAQUï¿½N,0,EL RINCON,TIBABITA RURAL I,62.0,0.0,2017,6,6,0,1,0,4,1,46000.0,7666.67,COMERCIAL
84,1,USAQUï¿½N,0,EL RINCON,TIBABITA RURAL I,64.0,0.0,2017,3,3,0,1,0,2,0,1755000.0,585000.0,INDUSTRIAL
85,1,USAQUï¿½N,0,EL RINCON,TIBABITA RURAL I,66.0,0.0,2017,5,3,2,0,0,0,3,0.0,0.0,DOTACIONAL
86,1,USAQUï¿½N,0,EL RINCON,TIBABITA RURAL I,69.0,0.0,2017,17,17,0,13,0,4,0,1823000.0,107235.29,RURAL_URBANIZABLE
87,1,USAQUï¿½N,0,EL RINCON,TIBABITA RURAL I,71.0,0.0,2017,36,36,0,27,0,7,2,2343000.0,65083.33,SALUBRIDAD
88,1,USAQUï¿½N,0,EL RINCON,TORCA,61.0,0.0,2017,1,1,0,0,0,1,0,0.0,0.0,RESIDENCIALES_URBANOS_Y_RURALES
89,1,USAQUï¿½N,0,EL RINCON,TORCA,61.0,6.0,2017,3,3,0,0,0,3,0,0.0,0.0,RESIDENCIALES_URBANOS_Y_RURALES
90,1,USAQUï¿½N,0,EL RINCON,TORCA RURAL I,61.0,4.0,2017,1,1,0,0,0,0,1,0.0,0.0,RESIDENCIALES_URBANOS_Y_RURALES
91,1,USAQUï¿½N,0,EL RINCON,TORCA RURAL I,61.0,5.0,2017,1,1,0,0,0,0,1,0.0,0.0,RESIDENCIALES_URBANOS_Y_RURALES
92,1,USAQUï¿½N,0,EL RINCON,TORCA RURAL I,61.0,6.0,2017,8,8,0,5,0,3,0,11832000.0,1479000.0,RESIDENCIALES_URBANOS_Y_RURALES
93,1,USAQUï¿½N,0,EL RINCON,TORCA RURAL I,71.0,0.0,2017,14,13,1,12,0,1,0,11090000.0,792142.86,SALUBRIDAD
94,1,USAQUï¿½N,0,EL RINCON,TORCA RURAL I,72.0,0.0,2017,34,34,0,34,0,0,0,37385000.0,1099558.82,RELIGIOSO
95,1,USAQUï¿½N,0,EL RINCON,TORCA RURAL II,61.0,1.0,2017,4,1,3,1,0,1,0,56000.0,14000.0,RESIDENCIALES_URBANOS_Y_RURALES
96,1,USAQUï¿½N,0,EL RINCON,TORCA RURAL II,61.0,2.0,2017,3,2,1,2,0,0,0,452000.0,150666.67,RESIDENCIALES_URBANOS_Y_RURALES
97,1,USAQUï¿½N,0,EL RINCON,TORCA RURAL II,61.0,4.0,2017,1,1,0,0,0,1,0,0.0,0.0,RESIDENCIALES_URBANOS_Y_RURALES
98,1,USAQUï¿½N,0,EL RINCON,TORCA RURAL II,61.0,5.0,2017,1,1,0,1,0,0,0,2064000.0,2064000.0,RESIDENCIALES_URBANOS_Y_RURALES
99,1,USAQUï¿½N,0,EL RINCON,TORCA RURAL II,61.0,6.0,2017,36,36,0,25,0,15,0,56025000.0,1556250.0,RESIDENCIALES_URBANOS_Y_RURALES
100,1,USAQUï¿½N,0,EL RINCON,TORCA RURAL II,62.0,0.0,2017,2,2,0,1,0,0,1,8446000.0,4223000.0,COMERCIAL
101,1,USAQUï¿½N,0,EL RINCON,TORCA RURAL II,66.0,0.0,2017,1,0,1,0,0,0,0,0.0,0.0,DOTACIONAL
102,1,USAQUï¿½N,0,EL RINCON,TORCA RURAL II,69.0,0.0,2017,1,1,0,0,0,1,0,0.0,0.0,RURAL_URBANIZABLE
103,1,USAQUï¿½N,0,EL RINCON,TORCA RURAL II,71.0,0.0,2017,73,73,0,45,0,25,7,45903000.0,628808.22,SALUBRIDAD
104,1,USAQUï¿½N,0,EL RINCON,TORCA RURAL II,72.0,0.0,2017,73,73,0,68,1,4,0,110425000.0,1512671.23,RELIGIOSO
105,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,CANAIMA,61.0,2.0,2017,183,182,1,165,0,17,1,45605000.0,249207.65,RESIDENCIALES_URBANOS_Y_RURALES
106,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,CANAIMA,62.0,0.0,2017,2147,2146,1,1758,0,283,110,2078079000.0,967898.93,COMERCIAL
107,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,CANAIMA,64.0,0.0,2017,19,19,0,17,0,3,0,80994000.0,4262842.11,INDUSTRIAL
108,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,CANAIMA,65.0,0.0,2017,337,337,0,285,0,20,32,24433000.0,72501.48,DEPOSITOS_Y_PARQUEADEROS
109,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,CANAIMA,66.0,0.0,2017,17,2,15,2,0,0,0,4229000.0,248764.71,DOTACIONAL
110,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,CANAIMA,67.0,0.0,2017,14,11,3,9,0,2,0,1428817000.0,102058357.14,URBANIZABLES_NO_URBANIZADOS
111,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,CANAIMA,70.0,0.0,2017,24,22,2,20,0,3,0,967000.0,40291.67,EDUCATIVO
112,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TIBABITA RURAL,62.0,0.0,2017,2,2,0,2,0,0,0,38395000.0,19197500.0,COMERCIAL
113,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TIBABITA RURAL,64.0,0.0,2017,3,3,0,3,0,0,0,16862000.0,5620666.67,INDUSTRIAL
114,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TIBABITA RURAL,66.0,0.0,2017,4,3,1,3,0,0,0,137459000.0,34364750.0,DOTACIONAL
115,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TIBABITA RURAL,69.0,0.0,2017,19,19,0,14,0,5,0,14078000.0,740947.37,RURAL_URBANIZABLE
116,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TIBABITA RURAL,71.0,0.0,2017,13,13,0,13,0,1,0,246625000.0,18971153.85,SALUBRIDAD
117,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA I,61.0,6.0,2017,5,5,0,4,1,1,0,469074000.0,93814800.0,RESIDENCIALES_URBANOS_Y_RURALES
118,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA I,62.0,0.0,2017,12,12,0,7,0,4,2,639598000.0,53299833.33,COMERCIAL
119,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA I,64.0,0.0,2017,1,1,0,1,0,0,0,19438000.0,19438000.0,INDUSTRIAL
120,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA I,66.0,0.0,2017,8,8,0,7,0,1,1,260712000.0,32589000.0,DOTACIONAL
121,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA I,67.0,0.0,2017,2,2,0,2,0,0,0,149146000.0,74573000.0,URBANIZABLES_NO_URBANIZADOS
122,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA I,70.0,0.0,2017,7,7,0,4,0,3,0,127063000.0,18151857.14,EDUCATIVO
123,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA II,61.0,6.0,2017,22,22,0,16,0,6,0,60562000.0,2752818.18,RESIDENCIALES_URBANOS_Y_RURALES
124,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA II,62.0,0.0,2017,2,2,0,1,0,1,0,5224000.0,2612000.0,COMERCIAL
125,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA II,66.0,0.0,2017,1,1,0,1,0,0,0,3989000.0,3989000.0,DOTACIONAL
126,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA II,70.0,0.0,2017,8,7,1,5,0,2,0,12707000.0,1588375.0,EDUCATIVO
127,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA II,72.0,0.0,2017,34,34,0,31,0,3,0,62341000.0,1833558.82,RELIGIOSO
128,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA RURAL I,61.0,0.0,2017,1,1,0,1,0,0,0,1075000.0,1075000.0,RESIDENCIALES_URBANOS_Y_RURALES
129,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA RURAL I,61.0,6.0,2017,9,9,0,7,0,3,0,10710000.0,1190000.0,RESIDENCIALES_URBANOS_Y_RURALES
130,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA RURAL I,66.0,0.0,2017,3,0,3,0,0,0,0,247121099.0,82373699.67,DOTACIONAL
131,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA RURAL I,69.0,0.0,2017,2,2,0,1,0,1,0,7533000.0,3766500.0,RURAL_URBANIZABLE
132,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA RURAL I,71.0,0.0,2017,17,17,0,11,0,1,5,5024000.0,295529.41,SALUBRIDAD
133,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA RURAL I,72.0,0.0,2017,30,30,0,25,3,1,1,32216000.0,1073866.67,RELIGIOSO
134,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA RURAL II,61.0,1.0,2017,1,0,1,0,0,0,0,247121099.0,247121099.0,RESIDENCIALES_URBANOS_Y_RURALES
135,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA RURAL II,61.0,2.0,2017,4,4,0,3,0,1,0,6159000.0,1539750.0,RESIDENCIALES_URBANOS_Y_RURALES
136,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA RURAL II,61.0,4.0,2017,1,1,0,1,0,0,0,297000.0,297000.0,RESIDENCIALES_URBANOS_Y_RURALES
137,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA RURAL II,61.0,6.0,2017,4,4,0,4,0,1,0,10384000.0,2596000.0,RESIDENCIALES_URBANOS_Y_RURALES
138,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA RURAL II,62.0,0.0,2017,4,4,0,2,0,1,1,1956000.0,489000.0,COMERCIAL
139,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA RURAL II,64.0,0.0,2017,1,1,0,1,0,0,0,44659000.0,44659000.0,INDUSTRIAL
140,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA RURAL II,66.0,0.0,2017,7,6,1,5,0,1,0,191890000.0,27412857.14,DOTACIONAL
141,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA RURAL II,69.0,0.0,2017,2,2,0,2,0,0,0,2474000.0,1237000.0,RURAL_URBANIZABLE
142,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA RURAL II,71.0,0.0,2017,6,6,0,4,1,1,0,21020000.0,3503333.33,SALUBRIDAD
143,1,USAQUï¿½N,1,PASEO DE LOS LIBERTADORES,TORCA RURAL II,72.0,0.0,2017,1,1,0,1,0,0,0,16306000.0,16306000.0,RELIGIOSO
144,1,USAQUï¿½N,10,LA URIBE,BARRANCAS ORIENTAL RURAL,62.0,0.0,2017,1,1,0,1,0,0,0,8555000.0,8555000.0,COMERCIAL
145,1,USAQUï¿½N,10,LA URIBE,BARRANCAS ORIENTAL RURAL,64.0,0.0,2017,4,4,0,3,0,1,0,69383000.0,17345750.0,INDUSTRIAL
146,1,USAQUï¿½N,10,LA URIBE,EL REDIL,61.0,2.0,2017,27,26,1,22,0,4,0,5106000.0,189111.11,RESIDENCIALES_URBANOS_Y_RURALES
147,1,USAQUï¿½N,10,LA URIBE,EL REDIL,61.0,4.0,2017,1253,1253,0,1147,0,132,2,955086000.0,762239.43,RESIDENCIALES_URBANOS_Y_RURALES
148,1,USAQUï¿½N,10,LA URIBE,EL REDIL,62.0,0.0,2017,8,6,2,7,0,1,0,44664000.0,5583000.0,COMERCIAL
149,1,USAQUï¿½N,10,LA URIBE,EL REDIL,65.0,0.0,2017,1268,1268,0,1142,0,126,2,110824000.0,87400.63,DEPOSITOS_Y_PARQUEADEROS
150,1,USAQUï¿½N,10,LA URIBE,EL REDIL,66.0,0.0,2017,25,4,21,1,0,3,0,19350000.0,774000.0,DOTACIONAL
151,1,USAQUï¿½N,10,LA URIBE,EL REDIL,67.0,0.0,2017,2,2,0,0,0,0,2,247121099.0,123560549.5,URBANIZABLES_NO_URBANIZADOS
152,1,USAQUï¿½N,10,LA URIBE,EL REDIL,70.0,0.0,2017,5,0,5,0,0,0,0,247121099.0,49424219.8,EDUCATIVO
153,1,USAQUï¿½N,10,LA URIBE,EL REDIL,72.0,0.0,2017,1,1,0,1,0,0,0,49295000.0,49295000.0,RELIGIOSO
154,1,USAQUï¿½N,10,LA URIBE,HORIZONTES NORTE,61.0,1.0,2017,1,1,0,1,0,0,0,3852000.0,3852000.0,RESIDENCIALES_URBANOS_Y_RURALES
155,1,USAQUï¿½N,10,LA URIBE,HORIZONTES NORTE,61.0,4.0,2017,359,359,0,339,0,23,1,273804000.0,762685.24,RESIDENCIALES_URBANOS_Y_RURALES
156,1,USAQUï¿½N,10,LA URIBE,HORIZONTES NORTE,65.0,0.0,2017,614,614,0,574,0,39,2,38659000.0,62962.54,DEPOSITOS_Y_PARQUEADEROS
157,1,USAQUï¿½N,10,LA URIBE,HORIZONTES NORTE,66.0,0.0,2017,7,0,7,0,0,0,0,247121099.0,35303014.14,DOTACIONAL
