ID;CODIGO_LOCALIDAD;NOMBRE_LOCALIDAD;CODIGO_UPZ;NOMBRE_UPZ;NOMBRE_BARRIO;DESTINO_SHD;ESTRATO;ANIO_GRAVABLE;TOTAL_PREDIOS;TOTAL_PREDIOS_OBLIGADOS;TOTAL_PREDIOS_NO_OBLIGADOS;TOTAL_PREDIOS_OPORTUNOS;TOTAL_PREDIOS_EXTEMPORANEOS;TOTAL_PREDIOS_MOROSOS;TOTAL_PREDIOS_NO-DECLARAN;TOTAL_PAGADO
89526;6;TUNJUELITO;62;TUNJUELITO;TUNJUELITO;67;0;2009;14;13;1;9;0;0;4;3693000
89527;6;TUNJUELITO;62;TUNJUELITO;TUNJUELITO;70;0;2009;2;2;0;2;0;0;0;0
89528;6;TUNJUELITO;65;ARBORIZADORA;ISLA DEL SOL;0;0;2009;104;104;0;27;2;0;75;1563000
89529;6;TUNJUELITO;65;ARBORIZADORA;ISLA DEL SOL;61;2;2009;169;169;0;134;5;0;30;6735000
89530;6;TUNJUELITO;65;ARBORIZADORA;ISLA DEL SOL;62;0;2009;9;9;0;6;0;1;3;1346000
89531;6;TUNJUELITO;65;ARBORIZADORA;ISLA DEL SOL;64;0;2009;3;3;0;0;1;0;2;598000
89532;6;TUNJUELITO;65;ARBORIZADORA;ISLA DEL SOL;66;0;2009;1;1;0;0;0;0;1;
89533;6;TUNJUELITO;65;ARBORIZADORA;ISLA DEL SOL;67;0;2009;10;10;0;2;0;0;8;401000
89534;6;TUNJUELITO;65;ARBORIZADORA;ISLA DEL SOL;70;0;2009;3;3;0;3;0;0;0;0
89535;6;TUNJUELITO;65;ARBORIZADORA;MUZU;66;0;2009;1;1;0;1;0;0;0;4929000
89536;6;TUNJUELITO;65;ARBORIZADORA;NUEVO MUZU;66;0;2009;1;1;0;0;0;0;1;
89537;6;TUNJUELITO;65;ARBORIZADORA;NUEVO MUZU;70;0;2009;2;0;2;0;0;0;0;
89538;6;TUNJUELITO;66;SAN FRANCISCO;SAN BENITO;67;0;2009;1;1;0;0;0;0;1;
89539;6;TUNJUELITO;66;SAN FRANCISCO;SAN BENITO;70;0;2009;1;1;0;1;0;0;0;144000
89540;6;TUNJUELITO;67;LUCERO;SAN BENITO;67;0;2009;3;3;0;0;0;0;3;
89541;7;BOSA;0;NO REGISTRA;ANDALUCIA II;0;0;2009;8;7;1;1;0;0;6;34000
89542;7;BOSA;0;NO REGISTRA;ANDALUCIA II;61;2;2009;1;1;0;1;0;0;0;96000
89543;7;BOSA;0;NO REGISTRA;ANDALUCIA II;62;0;2009;6;6;0;4;0;0;2;1305000
89544;7;BOSA;0;NO REGISTRA;ANDALUCIA II;66;0;2009;2;2;0;1;0;0;1;1720000
89545;7;BOSA;0;NO REGISTRA;ANDALUCIA II;67;0;2009;2;2;0;0;0;1;2;349000
89546;7;BOSA;0;NO REGISTRA;ANTONIA SANTOS;61;2;2009;4;4;0;4;0;0;0;260000
89547;7;BOSA;0;NO REGISTRA;ARGELIA II;0;0;2009;3;3;0;2;0;0;1;62000
89548;7;BOSA;0;NO REGISTRA;ARGELIA II;61;2;2009;11;11;0;7;0;0;4;296000
89549;7;BOSA;0;NO REGISTRA;ARGELIA II;62;0;2009;1;1;0;1;0;0;0;302000
89550;7;BOSA;0;NO REGISTRA;ARGELIA II;67;0;2009;4;4;0;3;0;0;1;214000
89551;7;BOSA;0;NO REGISTRA;BETANIA;61;2;2009;4;4;0;4;0;0;0;285000
89552;7;BOSA;0;NO REGISTRA;BETANIA;62;0;2009;6;6;0;6;0;0;0;1194000
89553;7;BOSA;0;NO REGISTRA;BETANIA;66;0;2009;4;4;0;4;0;0;0;830000
89554;7;BOSA;0;NO REGISTRA;BETANIA;67;0;2009;8;8;0;7;0;0;1;9519000
89555;7;BOSA;0;NO REGISTRA;BOSA;0;0;2009;3;3;0;2;0;0;1;615000
89556;7;BOSA;0;NO REGISTRA;BOSA;61;2;2009;8;8;0;7;0;0;1;966000
89557;7;BOSA;0;NO REGISTRA;BOSA;62;0;2009;3;3;0;3;0;0;0;17662000
89558;7;BOSA;0;NO REGISTRA;BOSA;64;0;2009;1;1;0;1;0;0;0;15329000
89559;7;BOSA;0;NO REGISTRA;BOSA;67;0;2009;7;7;0;5;2;0;0;12044000
89560;7;BOSA;0;NO REGISTRA;BOSA NOVA EL PORVENIR;0;0;2009;24;24;0;6;2;0;16;6051000
89561;7;BOSA;0;NO REGISTRA;BOSA NOVA EL PORVENIR;61;2;2009;6;6;0;6;0;0;0;334000
89562;7;BOSA;0;NO REGISTRA;BOSA NOVA EL PORVENIR;62;0;2009;1;1;0;1;0;0;0;25311000
89563;7;BOSA;0;NO REGISTRA;BOSA NOVA EL PORVENIR;67;0;2009;5;5;0;3;0;0;2;3807000
89564;7;BOSA;0;NO REGISTRA;BOSANOVA;61;2;2009;2;2;0;2;0;0;0;141000
89565;7;BOSA;0;NO REGISTRA;BOSANOVA;67;0;2009;2;2;0;1;0;0;1;761000
89566;7;BOSA;0;NO REGISTRA;BRAS II SECT-LAS ACAC,EL PORV,NUEV ESPER;0;0;2009;2;2;0;0;0;0;2;0
89567;7;BOSA;0;NO REGISTRA;BRASIL;0;0;2009;27;27;0;2;0;0;25;162000
89568;7;BOSA;0;NO REGISTRA;BRASIL;61;2;2009;9;9;0;5;0;0;4;2545000
89569;7;BOSA;0;NO REGISTRA;BRASIL;62;0;2009;9;9;0;7;0;0;2;13027000
89570;7;BOSA;0;NO REGISTRA;BRASIL;67;0;2009;17;17;0;11;1;1;5;105949000
89571;7;BOSA;0;NO REGISTRA;BRASILIA;61;2;2009;4;4;0;4;0;0;0;172000
89572;7;BOSA;0;NO REGISTRA;BRASILIA;62;0;2009;4;4;0;4;0;0;0;651000
89573;7;BOSA;0;NO REGISTRA;BRASILIA;66;0;2009;1;1;0;1;0;0;0;266000
89574;7;BOSA;0;NO REGISTRA;BRASILIA;67;0;2009;7;7;0;5;0;0;2;1679000
89575;7;BOSA;0;NO REGISTRA;CANAVERALEJO;61;1;2009;26;26;0;19;0;0;7;987000
89576;7;BOSA;0;NO REGISTRA;CANAVERALEJO;66;0;2009;1;1;0;1;0;0;0;4188000
89577;7;BOSA;0;NO REGISTRA;CANAVERALEJO;67;0;2009;40;40;0;32;1;1;7;32207000
89578;7;BOSA;0;NO REGISTRA;CANAVERALEJO-RECUERDO;66;0;2009;1;1;0;0;0;1;1;0
89579;7;BOSA;0;NO REGISTRA;CANAVERALEJO-RECUERDO;71;0;2009;1;1;0;0;0;0;1;0
89580;7;BOSA;0;NO REGISTRA;CEMENTERIO JARDINES APOGEO;0;0;2009;12;12;0;3;0;0;9;284000
89581;7;BOSA;0;NO REGISTRA;CEMENTERIO JARDINES APOGEO;61;2;2009;2;2;0;2;0;0;0;135000
89582;7;BOSA;0;NO REGISTRA;CEMENTERIO JARDINES APOGEO;62;0;2009;3;3;0;3;0;0;0;611000
89583;7;BOSA;0;NO REGISTRA;CEMENTERIO JARDINES APOGEO;66;0;2009;2;2;0;0;0;0;2;0
89584;7;BOSA;0;NO REGISTRA;CHARLES DE GAULLE;61;2;2009;1;1;0;1;0;0;0;97000
89585;7;BOSA;0;NO REGISTRA;CHARLES DE GAULLE;62;0;2009;1;1;0;0;1;0;0;165000
89586;7;BOSA;0;NO REGISTRA;CHICALA;67;0;2009;19;19;0;19;0;0;0;80970000
89587;7;BOSA;0;NO REGISTRA;CHICO SUR;0;0;2009;1;1;0;0;0;0;1;0
89588;7;BOSA;0;NO REGISTRA;CHICO SUR;61;2;2009;21;21;0;16;1;0;4;913000
89589;7;BOSA;0;NO REGISTRA;CHICO SUR;62;0;2009;1;1;0;1;0;0;0;913000
89590;7;BOSA;0;NO REGISTRA;CHICO SUR;66;0;2009;5;5;0;5;0;0;0;1050000
89591;7;BOSA;0;NO REGISTRA;CHICO SUR;67;0;2009;13;13;0;10;0;0;3;2203000
89592;7;BOSA;0;NO REGISTRA;CHICO SUR,CAUCE,ESTANZU.PORTAL,CONCEPCIO;61;2;2009;1;1;0;0;0;0;1;56000
89593;7;BOSA;0;NO REGISTRA;CHICO SUR,CAUCE,ESTANZU.PORTAL,CONCEPCIO;66;0;2009;1;1;0;0;0;0;1;0
89594;7;BOSA;0;NO REGISTRA;CHUCUA VACA-V.TORRE-LOMA-LA MARIA;61;2;2009;2;2;0;0;0;0;2;0
89595;7;BOSA;0;NO REGISTRA;CHUCUA VACA-V.TORRE-LOMA-LA MARIA;66;0;2009;1;1;0;0;0;0;1;0
89596;7;BOSA;0;NO REGISTRA;CHUCUA VACA-V.TORRE-LOMA-LA MARIA;71;0;2009;5;5;0;0;0;0;5;266000
89597;7;BOSA;0;NO REGISTRA;CIUDADELA EL RECREO I;0;0;2009;3;3;0;0;0;0;3;0
89598;7;BOSA;0;NO REGISTRA;CIUDADELA EL RECREO I;61;2;2009;6;6;0;4;0;0;2;306000
89599;7;BOSA;0;NO REGISTRA;CIUDADELA EL RECREO I;62;0;2009;2;2;0;2;0;0;0;468000
89600;7;BOSA;0;NO REGISTRA;CIUDADELA EL RECREO I;66;0;2009;5;5;0;0;0;0;5;0
89601;7;BOSA;0;NO REGISTRA;CIUDADELA EL RECREO I;67;0;2009;10;10;0;7;1;0;2;2487000
89602;7;BOSA;0;NO REGISTRA;CIUDADELA EL RECREO II;66;0;2009;1;1;0;0;0;0;1;0
89603;7;BOSA;0;NO REGISTRA;CIUDADELA EL RECREO II;67;0;2009;12;11;1;10;1;0;1;16808000
89604;7;BOSA;0;NO REGISTRA;EL CORZO;0;0;2009;6;6;0;1;0;0;5;27000
89605;7;BOSA;0;NO REGISTRA;EL CORZO;61;1;2009;10;10;0;5;1;0;4;338000
89606;7;BOSA;0;NO REGISTRA;EL CORZO;62;0;2009;1;1;0;0;0;0;1;325000
89607;7;BOSA;0;NO REGISTRA;EL CORZO;66;0;2009;4;3;1;1;0;0;2;137000
89608;7;BOSA;0;NO REGISTRA;EL CORZO;67;0;2009;392;371;21;337;7;2;28;51416000
89609;7;BOSA;0;NO REGISTRA;EL CORZO RURAL;71;0;2009;1;1;0;1;0;0;0;2661000
89610;7;BOSA;0;NO REGISTRA;EL DANUBIO AZUL;0;0;2009;4;4;0;0;0;0;4;0
89611;7;BOSA;0;NO REGISTRA;EL DANUBIO AZUL;61;2;2009;2;2;0;2;0;0;0;621000
89612;7;BOSA;0;NO REGISTRA;EL DANUBIO AZUL;64;0;2009;2;2;0;1;1;0;0;23900000
89613;7;BOSA;0;NO REGISTRA;EL DANUBIO AZUL;67;0;2009;11;10;1;10;0;0;1;39232000
89614;7;BOSA;0;NO REGISTRA;EL JARDIN;0;0;2009;17;17;0;2;0;0;15;424000
89615;7;BOSA;0;NO REGISTRA;EL JARDIN;61;2;2009;15;15;0;8;0;0;7;841000
89616;7;BOSA;0;NO REGISTRA;EL JARDIN;62;0;2009;4;4;0;4;0;0;0;929000
89617;7;BOSA;0;NO REGISTRA;EL JARDIN;67;0;2009;23;21;2;13;0;0;9;4769000
89618;7;BOSA;0;NO REGISTRA;EL JARDIN;70;0;2009;2;2;0;2;0;0;0;33000
89619;7;BOSA;0;NO REGISTRA;EL JARDIN;71;0;2009;2;2;0;0;0;0;2;171000
89620;7;BOSA;0;NO REGISTRA;EL PORTAL DEL BRASIL;61;2;2009;3;3;0;2;0;0;1;220000
89621;7;BOSA;0;NO REGISTRA;EL PORTAL DEL BRASIL;62;0;2009;3;3;0;3;0;0;0;5089000
89622;7;BOSA;0;NO REGISTRA;EL PORTAL DEL BRASIL;67;0;2009;11;11;0;8;0;0;3;19427000
89623;7;BOSA;0;NO REGISTRA;EL PORVENIR II ETAPA-RINCON DE GALICIA;66;0;2009;1;0;1;0;0;0;0;0
89624;7;BOSA;0;NO REGISTRA;EL PORVENIR II ETAPA-RINCON DE GALICIA;71;0;2009;1;1;0;0;0;0;1;0
89625;7;BOSA;0;NO REGISTRA;EL REMANSO;61;1;2009;2;2;0;1;0;0;1;41000
89626;7;BOSA;0;NO REGISTRA;EL REMANSO;66;0;2009;4;4;0;0;0;0;4;0
89627;7;BOSA;0;NO REGISTRA;EL REMANSO;71;0;2009;11;11;0;3;0;0;8;522000
89628;7;BOSA;0;NO REGISTRA;EL REMANSO I;0;0;2009;3;3;0;1;0;0;2;127000
89629;7;BOSA;0;NO REGISTRA;EL REMANSO I;61;2;2009;22;22;0;16;2;0;4;1267000
89630;7;BOSA;0;NO REGISTRA;EL REMANSO I;67;0;2009;46;46;0;32;2;0;12;12474000
89631;7;BOSA;0;NO REGISTRA;EL REMANSO I;70;0;2009;1;1;0;1;0;0;0;4000
89632;7;BOSA;0;NO REGISTRA;ESCOCIA;0;0;2009;2;2;0;0;0;0;2;0
89633;7;BOSA;0;NO REGISTRA;ESCOCIA;61;0;2009;1;1;0;0;0;0;1;246000
89634;7;BOSA;0;NO REGISTRA;ESCOCIA;61;2;2009;24;24;0;18;1;0;5;1730000
89635;7;BOSA;0;NO REGISTRA;ESCOCIA;62;0;2009;15;14;1;11;0;3;4;5671000
89636;7;BOSA;0;NO REGISTRA;ESCOCIA;66;0;2009;2;2;0;1;0;0;1;1132000
89637;7;BOSA;0;NO REGISTRA;ESCOCIA;67;0;2009;17;16;1;12;2;1;3;21308000
89638;7;BOSA;0;NO REGISTRA;GRAN COLOMBIANO;0;0;2009;48;48;0;2;0;0;46;107000
89639;7;BOSA;0;NO REGISTRA;GRAN COLOMBIANO;61;2;2009;11;11;0;7;1;0;3;683000
89640;7;BOSA;0;NO REGISTRA;GRAN COLOMBIANO;62;0;2009;1;1;0;1;0;0;0;63000
89641;7;BOSA;0;NO REGISTRA;GRAN COLOMBIANO;67;0;2009;7;7;0;5;0;0;2;1907000
89642;7;BOSA;0;NO REGISTRA;GUALOCHE;61;2;2009;10;10;0;5;0;2;5;4106000
89643;7;BOSA;0;NO REGISTRA;GUALOCHE;62;0;2009;18;18;0;13;2;0;3;25289000
89644;7;BOSA;0;NO REGISTRA;GUALOCHE;64;0;2009;1;1;0;1;0;0;0;3844000
89645;7;BOSA;0;NO REGISTRA;GUALOCHE;66;0;2009;3;0;3;0;0;0;0;0
89646;7;BOSA;0;NO REGISTRA;GUALOCHE;67;0;2009;7;7;0;2;0;0;5;366000
89647;7;BOSA;0;NO REGISTRA;ISLANDIA;0;0;2009;2;2;0;1;0;0;1;27000
89648;7;BOSA;0;NO REGISTRA;ISLANDIA;61;2;2009;4;4;0;2;0;0;2;235000
89649;7;BOSA;0;NO REGISTRA;ISLANDIA;66;0;2009;6;6;0;0;0;0;6;0
89650;7;BOSA;0;NO REGISTRA;ISLANDIA;67;0;2009;12;12;0;6;1;0;5;2254000
89651;7;BOSA;0;NO REGISTRA;JIMENEZ DE QUESADA;0;0;2009;1;1;0;0;0;0;1;0
89652;7;BOSA;0;NO REGISTRA;JIMENEZ DE QUESADA;61;2;2009;1;1;0;1;0;0;0;1280000
89653;7;BOSA;0;NO REGISTRA;JIMENEZ DE QUESADA;62;0;2009;4;4;0;3;0;0;1;4961000
89654;7;BOSA;0;NO REGISTRA;JIMENEZ DE QUESADA;64;0;2009;1;1;0;1;0;0;0;65263000
89655;7;BOSA;0;NO REGISTRA;JIMENEZ DE QUESADA;66;0;2009;1;1;0;1;0;0;0;94000
89656;7;BOSA;0;NO REGISTRA;JIMENEZ DE QUESADA;67;0;2009;3;3;0;3;0;0;0;22232000
89657;7;BOSA;0;NO REGISTRA;JIMENEZ DE QUESADA II SECTOR;61;2;2009;2;2;0;2;0;0;0;153000
89658;7;BOSA;0;NO REGISTRA;JIMENEZ DE QUESADA II SECTOR;62;0;2009;2;2;0;1;0;0;1;1517000
89659;7;BOSA;0;NO REGISTRA;JIMENEZ DE QUESADA II SECTOR;63;0;2009;2;2;0;1;0;0;1;768000
89660;7;BOSA;0;NO REGISTRA;JIMENEZ DE QUESADA II SECTOR;67;0;2009;1;1;0;0;0;0;1;0
89661;7;BOSA;0;NO REGISTRA;JORGE URIBE BOTERO;0;0;2009;1;1;0;0;0;0;1;0
89662;7;BOSA;0;NO REGISTRA;JORGE URIBE BOTERO;67;0;2009;3;3;0;3;0;0;0;51344000
89663;7;BOSA;0;NO REGISTRA;JOSE ANTONIO GALAN;0;0;2009;4;4;0;2;0;0;2;365000
89664;7;BOSA;0;NO REGISTRA;JOSE ANTONIO GALAN;61;2;2009;6;3;3;2;0;0;1;174000
89665;7;BOSA;0;NO REGISTRA;JOSE ANTONIO GALAN;66;0;2009;1;1;0;0;0;0;1;0
89666;7;BOSA;0;NO REGISTRA;JOSE MARIA CARBONEL;0;0;2009;2;2;0;1;0;0;1;58000
89667;7;BOSA;0;NO REGISTRA;JOSE MARIA CARBONEL;61;2;2009;12;12;0;11;0;0;1;1118000
89668;7;BOSA;0;NO REGISTRA;JOSE MARIA CARBONEL;62;0;2009;4;4;0;3;1;0;0;1587000
89669;7;BOSA;0;NO REGISTRA;JOSE MARIA CARBONEL;66;0;2009;1;1;0;1;0;0;0;43000
89670;7;BOSA;0;NO REGISTRA;JOSE MARIA CARBONEL;67;0;2009;2;2;0;0;0;0;2;0
89671;7;BOSA;0;NO REGISTRA;LA CABANA;0;0;2009;1;1;0;0;0;0;1;0
89672;7;BOSA;0;NO REGISTRA;LA CABANA;61;1;2009;2;2;0;2;0;0;0;95000
89673;7;BOSA;0;NO REGISTRA;LA CABANA;62;0;2009;2;2;0;1;0;0;1;1130000
89674;7;BOSA;0;NO REGISTRA;LA CABANA;67;0;2009;5;5;0;2;2;1;1;1272000
89675;7;BOSA;0;NO REGISTRA;LA CABANA, EL REGALO;0;0;2009;1;1;0;0;0;0;1;0
89676;7;BOSA;0;NO REGISTRA;LA CABANA, EL REGALO;71;0;2009;1;1;0;0;0;0;1;0
89677;7;BOSA;0;NO REGISTRA;LA ESTACION BOSA;0;0;2009;3;3;0;0;0;0;3;0
89678;7;BOSA;0;NO REGISTRA;LA ESTACION BOSA;61;2;2009;3;3;0;1;0;0;2;667000
89679;7;BOSA;0;NO REGISTRA;LA ESTACION BOSA;62;0;2009;1;1;0;0;0;0;1;0
89680;7;BOSA;0;NO REGISTRA;LA ESTACION BOSA;66;0;2009;1;0;1;1;0;0;0;2086000
89681;7;BOSA;0;NO REGISTRA;LA INDEPENDENCIA;0;0;2009;14;14;0;1;0;0;13;40000
89682;7;BOSA;0;NO REGISTRA;LA INDEPENDENCIA;61;0;2009;1;1;0;0;1;0;0;6000
89683;7;BOSA;0;NO REGISTRA;LA INDEPENDENCIA;61;2;2009;13;13;0;11;1;0;1;451000
89684;7;BOSA;0;NO REGISTRA;LA INDEPENDENCIA;62;0;2009;1;1;0;0;0;0;1;562000
89685;7;BOSA;0;NO REGISTRA;LA INDEPENDENCIA;67;0;2009;32;32;0;24;1;0;7;7485000
89686;7;BOSA;0;NO REGISTRA;LA PAZ BOSA;0;0;2009;91;91;0;1;0;1;90;0
89687;7;BOSA;0;NO REGISTRA;LA PAZ BOSA;61;0;2009;1;1;0;0;0;0;1;13538000
89688;7;BOSA;0;NO REGISTRA;LA PAZ BOSA;61;2;2009;12;11;1;10;0;0;2;1940000
89689;7;BOSA;0;NO REGISTRA;LA PAZ BOSA;62;0;2009;2;2;0;1;0;0;1;2687000
89690;7;BOSA;0;NO REGISTRA;LA PAZ BOSA;64;0;2009;1;1;0;1;0;0;0;135000
89691;7;BOSA;0;NO REGISTRA;LA PAZ BOSA;67;0;2009;14;14;0;6;0;0;8;70294000
89692;7;BOSA;0;NO REGISTRA;LA PAZ BOSA;70;0;2009;1;1;0;0;0;1;1;193000
89693;7;BOSA;0;NO REGISTRA;LA VEGA;61;2;2009;1;1;0;0;0;0;1;62000
89694;7;BOSA;0;NO REGISTRA;LA VEGA SAN BERNARDINO;67;0;2009;2;2;0;1;1;0;0;222000
89695;7;BOSA;0;NO REGISTRA;LAS MARGARITAS;61;0;2009;1;1;0;0;0;0;1;367000
89696;7;BOSA;0;NO REGISTRA;LAS MARGARITAS;61;2;2009;14;14;0;11;1;0;2;645000
89697;7;BOSA;0;NO REGISTRA;LAS MARGARITAS;66;0;2009;8;7;1;4;0;0;3;1968000
89698;7;BOSA;0;NO REGISTRA;LAS MARGARITAS;67;0;2009;23;23;0;13;4;0;6;51413000
89699;7;BOSA;0;NO REGISTRA;LIBERTAD;0;0;2009;3;3;0;0;3;0;0;1050000
89700;7;BOSA;0;NO REGISTRA;LIBERTAD;61;2;2009;17;17;0;15;0;0;2;1153000
89701;7;BOSA;0;NO REGISTRA;LIBERTAD;62;0;2009;7;7;0;5;1;0;1;2247000
89702;7;BOSA;0;NO REGISTRA;LIBERTAD;67;0;2009;10;10;0;7;0;2;3;1710000
89703;7;BOSA;0;NO REGISTRA;LOS LAURELES;61;2;2009;1;1;0;0;0;0;1;160000
89704;7;BOSA;0;NO REGISTRA;LOS LAURELES;66;0;2009;1;1;0;0;0;0;1;57970000
89705;7;BOSA;0;NO REGISTRA;LOS LAURELES;67;0;2009;14;14;0;0;0;0;14;1405651000
89706;7;BOSA;0;NO REGISTRA;LOS LAURELES;70;0;2009;1;1;0;0;0;0;1;2641000
89707;7;BOSA;0;NO REGISTRA;LOS SAUCES;0;0;2009;7;7;0;1;0;0;6;433000
89708;7;BOSA;0;NO REGISTRA;LOS SAUCES;61;2;2009;7;7;0;7;0;0;0;251000
89709;7;BOSA;0;NO REGISTRA;LOS SAUCES;62;0;2009;1;1;0;0;1;0;0;3566000
89710;7;BOSA;0;NO REGISTRA;LOS SAUCES;66;0;2009;5;5;0;0;0;0;5;0
89711;7;BOSA;0;NO REGISTRA;LOS SAUCES;67;0;2009;5;5;0;5;0;0;0;1570000
89712;7;BOSA;0;NO REGISTRA;MARIA PAZ;71;0;2009;1;1;0;0;0;0;1;0
89713;7;BOSA;0;NO REGISTRA;NUEVA GRANADA BOSA;0;0;2009;1;1;0;1;0;0;0;82000
89714;7;BOSA;0;NO REGISTRA;NUEVA GRANADA BOSA;61;2;2009;8;8;0;8;0;0;0;548000
89715;7;BOSA;0;NO REGISTRA;NUEVA GRANADA BOSA;66;0;2009;2;2;0;0;0;0;2;0
89716;7;BOSA;0;NO REGISTRA;NUEVA GRANADA BOSA;67;0;2009;4;0;4;0;0;0;0;0
89717;7;BOSA;0;NO REGISTRA;OLARTE;0;0;2009;9;9;0;0;0;0;9;0
89718;7;BOSA;0;NO REGISTRA;OLARTE;61;2;2009;1;1;0;1;0;0;0;99000
89719;7;BOSA;0;NO REGISTRA;OLARTE;62;0;2009;1;1;0;1;0;0;0;525000
89720;7;BOSA;0;NO REGISTRA;OLARTE;66;0;2009;1;1;0;0;0;0;1;0
89721;7;BOSA;0;NO REGISTRA;OSORIO X;71;0;2009;2;1;1;0;0;0;1;0
89722;7;BOSA;0;NO REGISTRA;OSORIO X  URBANO;0;0;2009;155;155;0;3;0;0;152;148000
89723;7;BOSA;0;NO REGISTRA;OSORIO X  URBANO;61;1;2009;3;3;0;1;0;0;2;189000
89724;7;BOSA;0;NO REGISTRA;OSORIO X  URBANO;62;0;2009;1;0;1;1;0;0;0;72000
89725;7;BOSA;0;NO REGISTRA;OSORIO X  URBANO;67;0;2009;6;6;0;5;0;0;1;15199000
89726;7;BOSA;0;NO REGISTRA;OSORIO XXIII;71;0;2009;2;1;1;1;0;0;0;0
89727;7;BOSA;0;NO REGISTRA;PARCELA EL PORVENIR;0;0;2009;1;1;0;0;0;0;1;0
89728;7;BOSA;0;NO REGISTRA;PARCELA EL PORVENIR;61;1;2009;4;4;0;3;0;0;1;198000
89729;7;BOSA;0;NO REGISTRA;PARCELA EL PORVENIR;67;0;2009;22;17;5;15;1;0;2;75279000
89730;7;BOSA;0;NO REGISTRA;PASO ANCHO;0;0;2009;15;14;1;0;0;0;14;0
89731;7;BOSA;0;NO REGISTRA;PASO ANCHO;61;2;2009;5;5;0;5;0;0;0;219000
89732;7;BOSA;0;NO REGISTRA;PASO ANCHO;66;0;2009;1;0;1;0;0;0;0;0
89733;7;BOSA;0;NO REGISTRA;PASO ANCHO;67;0;2009;3;2;1;2;0;0;0;278000
89734;7;BOSA;0;NO REGISTRA;PERDOMO ALTO;66;0;2009;1;1;0;0;0;0;1;0
89735;7;BOSA;0;NO REGISTRA;REMANSO URBANO;61;1;2009;1;1;0;1;0;0;0;42000
89736;7;BOSA;0;NO REGISTRA;REMANSO URBANO;67;0;2009;6;6;0;6;0;3;0;175000
89737;7;BOSA;0;NO REGISTRA;RETAZO;0;0;2009;1;1;0;0;0;0;1;2913000
89738;7;BOSA;0;NO REGISTRA;RETAZO;61;2;2009;4;4;0;3;0;0;1;484000
89739;7;BOSA;0;NO REGISTRA;RETAZO;62;0;2009;3;3;0;3;0;0;0;897000
89740;7;BOSA;0;NO REGISTRA;S.ANTONIO-POTRERITO-S.BERNARDINO S.JOAQN;61;2;2009;1;1;0;0;0;0;1;0
89741;7;BOSA;0;NO REGISTRA;S.ANTONIO-POTRERITO-S.BERNARDINO S.JOAQN;71;0;2009;3;3;0;0;0;0;3;0
89742;7;BOSA;0;NO REGISTRA;S.BERNARDINO XVIII;0;0;2009;3;3;0;1;0;0;2;27000
89743;7;BOSA;0;NO REGISTRA;S.BERNARDINO XVIII;71;0;2009;10;10;0;3;0;2;7;1018000
89744;7;BOSA;0;NO REGISTRA;SAN ANTONIO;61;2;2009;17;17;0;15;0;0;2;651000
89745;7;BOSA;0;NO REGISTRA;SAN ANTONIO;62;0;2009;5;5;0;4;0;0;1;1507000
89746;7;BOSA;0;NO REGISTRA;SAN ANTONIO;66;0;2009;2;2;0;0;0;0;2;0
89747;7;BOSA;0;NO REGISTRA;SAN ANTONIO;67;0;2009;33;33;0;23;3;0;7;4006000
89748;7;BOSA;0;NO REGISTRA;SAN BERNARDINO I;0;0;2009;97;97;0;13;1;0;83;272000
89749;7;BOSA;0;NO REGISTRA;SAN BERNARDINO I;61;2;2009;64;64;0;58;1;0;5;398000
89750;7;BOSA;0;NO REGISTRA;SAN BERNARDINO I;62;0;2009;3;3;0;3;0;0;0;972000
89751;7;BOSA;0;NO REGISTRA;SAN BERNARDINO I;66;0;2009;51;51;0;46;0;0;5;0
89752;7;BOSA;0;NO REGISTRA;SAN BERNARDINO I;67;0;2009;42;42;0;30;0;1;12;3385000
89753;7;BOSA;0;NO REGISTRA;SAN BERNARDINO I;70;0;2009;84;84;0;83;0;0;1;0
89754;7;BOSA;0;NO REGISTRA;SAN BERNARDINO II;61;2;2009;2;2;0;1;0;0;1;78000
89755;7;BOSA;0;NO REGISTRA;SAN BERNARDINO II RURAL;71;0;2009;1;1;0;0;0;0;1;0
89756;7;BOSA;0;NO REGISTRA;SAN BERNARDINO POTRERITOS;0;0;2009;8;7;1;0;0;0;7;1817000
89757;7;BOSA;0;NO REGISTRA;SAN BERNARDINO POTRERITOS;61;1;2009;17;17;0;3;0;0;14;340000
89758;7;BOSA;0;NO REGISTRA;SAN BERNARDINO POTRERITOS;61;2;2009;4;4;0;4;0;0;0;156000
89759;7;BOSA;0;NO REGISTRA;SAN BERNARDINO POTRERITOS;62;0;2009;2;2;0;1;0;0;1;65000
89760;7;BOSA;0;NO REGISTRA;SAN BERNARDINO POTRERITOS;67;0;2009;68;68;0;44;1;0;23;7755000
89761;7;BOSA;0;NO REGISTRA;SAN BERNARDINO RURAL;71;0;2009;1;1;0;0;0;0;1;0
89762;7;BOSA;0;NO REGISTRA;SAN BERNARDINO XVIII;61;1;2009;1;1;0;1;0;0;0;23000
89763;7;BOSA;0;NO REGISTRA;SAN BERNARDINO XVIII;71;0;2009;1;1;0;0;0;0;1;0
89764;7;BOSA;0;NO REGISTRA;SAN BERNARDINO XXV;62;0;2009;2;2;0;2;0;0;0;27599000
89765;7;BOSA;0;NO REGISTRA;SAN BERNARDINO XXV;71;0;2009;230;228;2;104;1;0;124;23696000
